Acct Number,Account,Cacv
ACCT0145376,Domo ICT NV,"5,071.40"
ACCT0068855,NewRocket (UK) Limited,"4,965.00"
ACCT0113090,Tieto Sweden AB – Soedertalje Kommun,"4,753.32"
ACCT0137694,Transport Management Centre,"4,738.76"
ACCT0138245,Weather Systems Branch (AFLCMC/HBAW),"4,624.08"
ACCT0032185,JSL SA,"4,606.09"
ACCT0067323,Minter Ellison Rudd Watts,"4,521.74"
ACCT0027168,Jaccs Co Ltd,"4,365.93"
ACCT0146902,THALES SIX GTS France SAS-Ministere De La Defense - Hexagone Balard,"4,363.67"
ACCT0149793,ECF GmbH,"4,314.26"
ACCT0091629,Grupo Asisa,"4,306.18"
ACCT0150724,Innogy - ELMU-EMASZ,"4,252.96"
ACCT0021304,KPMG LLP - State Of HI,"4,200"
ACCT0166468,Samsung SDS - Samsung Electronics Co Ltd (NCIP),"4,186.80"
ACCT0021118,Exel Supply Chain,"4,172.63"
ACCT0039740,US Dept Of Commerce HCHB,"4,167.84"
ACCT0178716,Hitachi Systems Ltd (Sec Ops),"4,149.26"
ACCT0005916,SCL Health,"3,977.90"
ACCT0179571,Health New Zealand - Waikato District Health Board,"3,842.98"
ACCT0124923,Speedway LLC,"3,833.40"
ACCT0007587,Takeda Pharma GmbH,"3,711.50"
ACCT0143790,CarNext BV,"3,643.52"
ACCT0060136,Civica UK Ltd,"3,586.04"
ACCT0163356,T-Systems GmbH - Gematik,"3,567.36"
ACCT0076177,Ferrovie Dello Stato Italiane SpA,"3,439.31"
ACCT0157659,Infosys - Movement Mortgage,"3,360"
ACCT0024947,Kyndryl - TAC & WorkSafe Victoria,"3,333.71"
ACCT0189708,Izumi City (Online Application for Benefits),"3,298.68"
ACCT0001731,Gilead Sciences Inc,"3,234.04"
ACCT0154168,Tide Platform Ltd,"3,226.82"
ACCT0038654,Telstra Wholesale,"3,150"
ACCT0107672,Bensaude,"3,120.33"
ACCT0002505,CVS Health Corp,"3,011.90"
ACCT0040588,Liebherr-Component Technologies AG,"3,009.24"
ACCT0091038,Ardagh Metal Beverage USA Inc,"3,000"
ACCT0089920,Zymergen Inc,"2,904.00"
ACCT0019517,Eddie Stobart Ltd,"2,885.29"
ACCT0150728,Innogy - enviaM,"2,862.62"
ACCT0010378,Groupe La Poste,"2,725.87"
ACCT0132950,Perspecta Enterprise Solutions LLC,"2,714.28"
ACCT0152571,Symend,"2,713.48"
ACCT0147604,Ministry of Tourism,"2,682.33"
ACCT0145926,HCL - Ascensia Diabetes Care,"2,666.66"
ACCT0092991,Computer Sciences Corp - Kaiser Permanente,"2,658"
ACCT0171900,NTT Data Intellilink Corp (klab),"2,600.34"
ACCT0003069,WestRock Co,"2,574.26"
ACCT0005903,Air Canada,"2,570.40"
ACCT0056712,Ocwen Financial Corp,"2,566.67"
ACCT0152078,Wipro - ThyssenKrupp,"2,561.09"
ACCT0124874,Loihde Plc,"2,532.91"
ACCT0144999,Fujitsu Denmark - Digitaliseringsstyrelsen,"2,493.46"
ACCT0131289,Magnox Ltd,"2,432.76"
ACCT0014241,BlueTriton Brands Inc,"2,381.33"
ACCT0001102,Concentra Bank dba Wyth Financial,"2,375.82"
ACCT0136860,City Plumbing Supplies Holdings Ltd,"2,346.54"
ACCT0005386,US Postal Service - XO,"2,277.54"
ACCT0120574,Infosys - Bed Bath & Beyond,"2,256"
ACCT0134158,BT Automation Pty Ltd,"2,162.10"
ACCT0162895,Intel - NANDPS,"2,160"
ACCT0000840,Citizens Financial Group,"2,098.36"
ACCT0005237,cxLoyalty,"2,067.33"
ACCT0151902,Devoteam SA - BIC France,"2,041.55"
ACCT0090185,Paratus AMC Ltd,"2,037.57"
ACCT0007729,Alexion Pharmaceuticals Inc,"2,000.00"
ACCT0000669,CIT Group Inc,"2,000.00"
ACCT0152963,Hitachi Vantara LLC,"2,000"
ACCT0157104,Kyndryl - Banco Davivienda SA,"2,000"
ACCT0038386,Ortho Clinical Diagnostics Inc OCD,"2,000"
ACCT0024951,Temasek Capital Management Pte Ltd,"2,000"
ACCT0002506,United Technologies Corp,"2,000"
ACCT0132035,Accenture MSP - Devon Energy,"1,999.97"
ACCT0086687,Medical University Hospital Authority,"1,967.04"
ACCT0066148,Carl Zeiss Meditec AG,"1,946.30"
ACCT0096646,ATEA - Gentofte Kommune,"1,892.12"
ACCT0024897,SQM Intl NV,"1,858.65"
ACCT0069199,Tecnatom SA,"1,852.73"
ACCT0179663,Infosys - E.ON (enviaM),"1,833"
ACCT0163137,Skaylink GmbH,"1,826.18"
ACCT0014548,Rank Leisure Holdings Ltd,"1,714.24"
ACCT0155630,Intragen Oy,"1,678.65"
ACCT0179553,NTT Business Solutions Corp NVICE,"1,632.66"
ACCT0077925,Leveris Ltd,"1,619.78"
ACCT0071864,Tilray,"1,425.72"
ACCT0108647,ATEA - Kolding Kommune,"1,398.07"
ACCT0146812,Deloitte Consulting LLP – Cigna,"1,336.29"
ACCT0005098,Smith & Nephew Inc,"1,330.16"
ACCT0075552,Lloyds Pharmacy Clinical Homecare Ltd,"1,318.72"
ACCT0067565,Centre Des Technologies De L'Information De L'Etat Etabl Public CTIE,"1,318.08"
ACCT0143908,TIN Ventures Ltd,"1,257.04"
ACCT0025272,DealerSocket Inc,"1,200"
ACCT0125178,Givenchy,"1,186.18"
ACCT0022070,TAFE NSW,"1,103.83"
ACCT0089949,Giarte Services BV,"1,086.72"
ACCT0073894,ATOS France SAS Own Use,977.5396875
ACCT0026550,ICT Inc,975.37
ACCT0008990,Audi AG,923.97
ACCT0030825,Bpost SA,917.13
ACCT0087461,SPOC Luxembourg SA,880.74
ACCT0065703,Police Mutual Central Services Plc,750.2502661
ACCT0037342,Deloitte New Zealand,678.0379688
ACCT0145822,IBM Korea Inc,600
ACCT0092233,Desmet Ballestra,579.46
ACCT0010849,Sonova AG,557.8
ACCT0146783,Ativa Investimentos,534.36
ACCT0000607,"Plantronics, Inc.",448.0025
ACCT0022838,PostNord AB,432.86
ACCT0085466,Divitel BV,404.2101563
ACCT0071903,Delv Pty Ltd,326.71
ACCT0088813,Computer Sciences Corp - Saab Group,319.998125
ACCT0021257,Les Echos,178.61
ACCT0067668,dmTECH GmbH,164.3195361
ACCT0038198,Hublot SA,162.9
ACCT0001855,Interserve Plc,141.81
ACCT0107802,Computer Sciences Corp - Ferrero,127.06
ACCT0179001,Ballestra,89.28
ACCT0022221,Proximus SA,83.95
ACCT0004278,Jabil Circuit Inc,79.88
ACCT0004050,Chiquita Brands LLC,40
ACCT0155361,HCL - Mclaren Health,39
ACCT0004878,"Thirdera Solutions, S.L.",25.84
ACCT0068457,Cognizant - OneAmerica,23.76
ACCT0032774,Unite Bilgi Teknoloji AS,18
ACCT0010605,Genomic Health Inc,16.07990234
ACCT0007045,Hitachi Consulting Corporation,12.00292969
ACCT0003875,TCF Financial Corp,9.0015625
ACCT0025227,HealthSCOPE Benefits Inc,9
ACCT0031252,International Livestock Research Institute (ILRI),7.950019531
ACCT0014322,CSRA LLC - US Dept Of Homeland Security,4.08
ACCT0038861,CSRA LLC,3.36015625
ACCT0003008,Carlisle Companies Inc,2.52
ACCT0091805,AT&T Services Inc - AT&T Consulting,2.4
ACCT0134235,MK Systems USA Inc.,2.16
ACCT0168110,Solgen Power,1.8
ACCT0076493,CherryRoad Technologies Inc,1.48
ACCT0008706,BB&T Corporation,0.595546875
ACCT0154673,Accenture Federal Services - USAF AFLCMC PEO-BES Gunter,0.24
ACCT0119269,FIS Global - BOK Financial,0.08
ACCT0068221,Leidos Inc,0.08
ACCT0001230,Intermountain Healthcare Inc,0.053125
ACCT0016960,The Home Depot USA Inc (Merchandising Group),0.05
ACCT0037285,Panasonic Avionics Corp,0.04
ACCT0135265,Peraton - US Navy NGEN,0.04
ACCT0126188,CenturyLink FedRAMP,0.02
ACCT0177591,Citigroup Inc - ITAM,0.0188
ACCT0004960,Blackboard Inc,0.0125
ACCT0006542,UMB Financial Corporation,0.0125
ACCT0022577,US Army - Forces Command FORSCOM,0.01
ACCT0013986,Cars.com Inc,0.003125
ACCT0017232,Sogeti France S.A.S.,0.001757812
ACCT0068692,CMG Corporate Services Inc,0.0015625
ACCT0000045,Harley-Davidson Inc,0.000776367
ACCT0000138,TechFlow Inc,0.000683594
ACCT0025135,National Student Financial Aid Scheme NSFAS,0.000390625
ACCT0039569,"Vesta Solutions, Inc.",0.0003125
ACCT0016604,US House of Representatives – China Commissions,0.00020752
ACCT0088947,AT&T Mexico,0.000175781
ACCT0019083,The Home Depot USA Inc (HR),0.000107422
ACCT0069490,"Retail Properties of America, Inc.",3.051758540e-06
ACCT0075594,GOVO - ISG,9.895302355e-10
ACCT0001234,"Intrado Facilities, LLC",4.074536264e-10
ACCT0022141,US Army - PEO EIS - I3C2,9.458744898e-11
ACCT0138752,Computer Sciences Corp - Warner Bros,7.912603905e-11
ACCT0151427,Deloitte Consulting LLP Deloitte Deliver,5.934452929e-11
ACCT0019184,"Cervecería Modelo de México, S. de R.L. de C.V.",5.820766091e-11
ACCT0017094,General Electric - GE CIS COE,5.820766091e-11
ACCT0003587,Molina Healthcare Inc,5.820766091e-11
ACCT0001000,XL Global Services Inc,5.820766091e-11
ACCT0175036,HQDA DCS G-8,4.681055543e-11
ACCT0086523,Home Point Financial Corp,4.365574569e-11
ACCT0122332,Computer Sciences Corp - BC Government OCIO,2.910383046e-11
ACCT0023430,Computer Sciences Corp Tribridge Inc,2.910383046e-11
ACCT0005546,Fujitsu America Inc,2.910383046e-11
ACCT0162409,Musarubra US LLC,2.910383046e-11
ACCT0039816,Phoenix Data Center Hosting Services LLC PDCHS,2.910383046e-11
ACCT0000281,Putnam Investments LLC,2.910383046e-11
ACCT0101112,"Wright Medical Technology, Inc.",2.910383046e-11
ACCT0003540,CoreLogic Inc,2.546585165e-11
ACCT0026936,Commonwealth of PA - Labor and Industry Agency,2.512479114e-11
ACCT0027886,Byram Healthcare Centers Inc,2.182787284e-11
ACCT0059612,Neovia Logistics Services LLC,1.818989404e-11
ACCT0024906,Synapxe Healthhub,1.728039933e-11
ACCT0143946,Accenture - USAF EITaaS Compute & Store,1.637090463e-11
ACCT0149294,Computer Sciences Corp - Ministry of Health (Govt of BC),1.455191523e-11
ACCT0080598,FX Innovation - Jean Coutu,1.455191523e-11
ACCT0154678,General Dynamics Information Technology - Air Force Special Operations Command,1.455191523e-11
ACCT0144717,Humana Edge Health,1.455191523e-11
ACCT0146120,UniKomm-Arabian Internet & Communication Services Company,1.455191523e-11
ACCT0131924,Axonius Inc,1.091393642e-11
ACCT0001752,Pacific Gas and Electric Company,1.091393642e-11
ACCT0013018,"South State Bank, N.A.",1.091393642e-11
ACCT0004680,General Electric - GE Infrastructure Shared Services,9.094947018e-12
ACCT0094723,US Army - Global Combat Support System,7.965184068e-12
ACCT0069705,KPMG Sweden,7.275957614e-12
ACCT0001737,Lam Research Corp,7.275957614e-12
ACCT0101610,Mobichord - Adient OEM,7.275957614e-12
ACCT0152432,Northwestern University - Campus,7.275957614e-12
ACCT0017090,SUNY Empire State College,7.275957614e-12
ACCT0076386,Compufacil SAS,5.911715562e-12
ACCT0155643,General Dynamics Information Technology - DHS-NC and CIC,5.456968211e-12
ACCT0163387,Nuvolo - NIH - Office of the Director OD,5.456968211e-12
ACCT0090074,Computer Sciences Corp - General Dynamics,4.511092888e-12
ACCT0143550,Accenture - UniCredit Bank,3.637978807e-12
ACCT0097643,Banco Santander International SA,3.637978807e-12
ACCT0125036,Computer Sciences Corp - Mineral Resources Ltd,3.637978807e-12
ACCT0005149,Covestic Inc,3.637978807e-12
ACCT0125943,Peraton Federal (Internal),3.637978807e-12
ACCT0023330,Renesas Electronics America Inc,3.637978807e-12
ACCT0109984,T-Systems RUS,3.637978807e-12
ACCT0007196,US Customs And Border Protection,2.728484105e-12
ACCT0037688,Integrated Solutions Management Inc (Com,1.818989404e-12
ACCT0142808,ManTech - USMC MITS,1.818989404e-12
ACCT0086105,Security On-Demand Inc,1.818989404e-12
ACCT0037319,SuraCMG,1.818989404e-12
ACCT0037782,TNS Global,9.094947018e-13
ACCT0145800,Verizon - US Army Reserve Command USARC,9.094947018e-13
ACCT0123137,2M-IT Oy,0
ACCT0202230,4industry - Corporativo Bimbo SA De CV,0
ACCT0138761,4Industry B.V.,0
ACCT0070953,8x8 Inc,0
ACCT0089121,21Tech,0
ACCT0139316,Aavenir,0
ACCT0037591,Abhra Inc,0
ACCT0124105,Accenture - Auchan SpA,0
ACCT0138457,Accenture - Ministry Of Internal Affairs & Communications,0
ACCT0174192,Accenture - Sogei SpA,0
ACCT0033436,Accenture AB,0
ACCT0176330,Accenture CFC,0
ACCT0032041,Accenture do Brasil Ltda,0
ACCT0123150,Accenture GmbH,0
ACCT0134978,Accenture MSP - Chesapeake Energy Corp,0
ACCT0152737,Accenture MSP - Kao Corporation,0
ACCT0100511,Accenture MSP - State Of California,0
ACCT0027569,Accenture MSP - Targa Resources Inc,0
ACCT0091278,Acclaim Systems Inc,0
ACCT0158193,Accruent - Cabell Huntington Hospital,0
ACCT0135344,Accruent - Children's Hospital Colorado,0
ACCT0154515,Accruent - Childrens Hospital Los Angeles,0
ACCT0157507,Accruent - Cook Children's Medical Center,0
ACCT0139058,Accruent - Eskenazi Health,0
ACCT0151538,Accruent LLC - Alameda Medical,0
ACCT0016846,Accudata Systems Inc,0
ACCT0072091,Advance Education Inc. now known as Cognia Inc.,0
ACCT0096925,Aegon (OEM BCM),0
ACCT0171642,Air Force Cloud One Program,0
ACCT0134355,Alcor Solutions - Comcast Engineering,0
ACCT0193400,Alex's Lemonade Stand Foundation,0
ACCT0012255,Allegis Group Inc,0
ACCT0110984,Allianz Technology Singapore,0
ACCT0099872,Alparservice Tecnologia Ltda,0
ACCT0145483,Altron Group,0
ACCT0150610,Aluehallintovirasto,0
ACCT0004416,Alvarez & Marsal Holdings LLC,0
ACCT0157996,Amazon Technologies Inc,0
ACCT0089647,Apleona GmbH,0
ACCT0168867,App4mation - Heineken,0
ACCT0035711,AppDynamics LLC,0
ACCT0134464,Apple Inc - GCBD,0
ACCT0052983,Applied Systems Inc,0
ACCT0053028,Artech Information Systems L.L.C.,0
ACCT0177081,Aston Martin F1 Team,0
ACCT0164032,AT&T Services Inc - Business,0
ACCT0164037,AT&T Services Inc - Business Calnet,0
ACCT0164038,AT&T Services Inc - Business Cricket,0
ACCT0164034,AT&T Services Inc - Business Digital Experience,0
ACCT0164039,AT&T Services Inc - Business Now,0
ACCT0147643,AT&T Services Inc - Consumer,0
ACCT0164506,AT&T Services Inc - Cyber Commercial,0
ACCT0151009,AT&T Services Inc - EG,0
ACCT0149207,AT&T Services Inc - FiberCo,0
ACCT0148957,AT&T Services Inc - GCC,0
ACCT0151067,AT&T Services Inc - Managed Cyber Services,0
ACCT0160480,AT&T Services Inc - Mexico,0
ACCT0153382,AT&T Services Inc - TechDev,0
ACCT0167906,AT&T Services Inc - Warner Media,0
ACCT0015775,Atlas Copco AB,0
ACCT0062836,Atlas Technical Consultants,0
ACCT0171896,Atos France SAS,0
ACCT0143143,Atos Information Technology GmbH  [OWN USE EU],0
ACCT0187721,ATOS Intl SAS - Eviden OneCloud,0
ACCT0020659,Atradius NV,0
ACCT0075132,Australian Criminal Intelligence Commission,0
ACCT0125810,Avanade Internal,0
ACCT0132534,Avanos Medical Inc,0
ACCT0076238,Axiom Global Inc,0
ACCT0138749,Axity Chile SPA,0
ACCT0088656,Bahri,0
ACCT0068303,Bank Of Guam,0
ACCT0076500,Bayer AG,0
ACCT0000466,Bed Bath & Beyond Inc,0
ACCT0028077,Bekaert SA NV,0
ACCT0019743,Belnet,0
ACCT0114288,Beniva Consulting Group,0
ACCT0064754,Berlin Packaging LLC,0
ACCT0014131,Berliner Verkehrsbetriebe Anstalt Des Offentlichen Rechts BVG,0
ACCT0008297,BioFire Diagnostics LLC,0
ACCT0161710,Biomni Ltd,0
ACCT0166558,Bitso Mexico,0
ACCT0009639,"Black Knight Financial Technology Solutions, LLC",0
ACCT0168252,Blau-Gelbes Kreuz Deutsch-Ukrainischer Verein e.V.,0
ACCT0031459,BNP Paribas SA,0
ACCT0053130,"BOKF, NA",0
ACCT0004801,Bomgar Corp,0
ACCT0003004,Booz Allen Hamilton Inc,0
ACCT0002564,Boston Medical Center Health Plan Inc,0
ACCT0017338,Boston Private Financial Holdings Inc,0
ACCT0001452,Brady Worldwide Inc,0
ACCT0165674,Brightspeed,0
ACCT0017100,Brooks Sports Inc,0
ACCT0149411,BT eServ India Pvt Ltd,0
ACCT0157236,Buildingi,0
ACCT0132037,Bupa Worldwide Corporation,0
ACCT0103796,Burkhalter Holding AG,0
ACCT0014254,Burlington Northern Santa Fe LLC,0
ACCT0143983,BZen Consultores en bienestar empresarial,0
ACCT0080174,Cablex AG,0
ACCT0008780,California Dept Of Corrections & Rehabilitation (FedRAMP),0
ACCT0029682,Calik Holding AS,0
ACCT0020151,Calyx,0
ACCT0001776,Cambridge Health Alliance,0
ACCT0214951,CareerVillage.org,0
ACCT0165598,Caritasverband fur die Diozese Augsburg e.V.,0
ACCT0047148,Carson City School District,0
ACCT0048253,Case Farms LLC,0
ACCT0062279,Cathedral Energy Services Ltd,0
ACCT0088370,Cayuse Technologies LLC,0
ACCT0048834,Centers For Medicare & Medicaid Services IHCCS LMCO IHCCS = Infrastructure H,0
ACCT0136475,Centre d Informatique pour la Region Bruxelloise CIRB,0
ACCT0123866,CGI Federal Inc - Aerojet RocketDyne Federal,0
ACCT0171546,CGI Federal Inc CSM,0
ACCT0002598,CGI Group Inc,0
ACCT0164209,CGI Technologies and Solutions Inc,0
ACCT0141938,Check Point Software Technologies Inc,0
ACCT0155772,Chief of Naval Operations (OPNAV),0
ACCT0070796,China Life Insurance Taiwan,0
ACCT0092679,CIPHER Security LLC,0
ACCT0064091,Cisco CX Lifecycle Services,0
ACCT0066094,CitiusTech Healthcare Technology Pvt Ltd,0
ACCT0071715,City Of Longview,0
ACCT0011320,Clariant AG,0
ACCT0140652,Clarios,0
ACCT0121274,Clear,0
ACCT0087229,CloudPires LLC,0
ACCT0005316,CME Operations Limited,0
ACCT0097896,Coach Hong Kong Ltd,0
ACCT0107228,Coca-Cola Co - Security,0
ACCT0170437,CoDigital Ltd,0
ACCT0070905,COFORGE LIMITED,0
ACCT0163931,Cognizant - ElevateBio,0
ACCT0008630,College Of American Pathologists,0
ACCT0033266,Collins eMedia (YJT),0
ACCT0005308,Collins eMedia Inc.,0
ACCT0165729,Comision Estatal De Aguas Queretaro,0
ACCT0101306,"COMMUNITY BRANDS PARENTCO, LLC",0
ACCT0009016,CompuCom (RESELLER),0
ACCT0033265,"Computacenter United States, Inc.",0
ACCT0140577,Computer Sciences Corp - AT&T Mobility FedRAMP,0
ACCT0114302,Computer Sciences Corp - BC Assessment Authority - Govt of BC,0
ACCT0111798,Computer Sciences Corp - BC Pension Corp,0
ACCT0139219,Computer Sciences Corp - Bulatsa (Bulgarian Air Traffic Services Authority),0
ACCT0144533,Computer Sciences Corp - Delaware Department of Health,0
ACCT0137148,Computer Sciences Corp - Economy Sector Province of BC,0
ACCT0150409,Computer Sciences Corp - First Caribbean Intl Bank Ltd,0
ACCT0150129,Computer Sciences Corp - Florida HHS,0
ACCT0111145,Computer Sciences Corp - Grupo Bolivar,0
ACCT0138751,Computer Sciences Corp - HBO,0
ACCT0144440,Computer Sciences Corp - Indiana Family And Social Services Administration,0
ACCT0093405,Computer Sciences Corp - Kansas Dept Of Health And Environment,0
ACCT0143389,Computer Sciences Corp - Manpower Defense Force Recruiting (DFR),0
ACCT0152121,Computer Sciences Corp - Ministry of Environmental Protection Israel,0
ACCT0112119,Computer Sciences Corp - National Institutes Of Health PMI,0
ACCT0142964,Computer Sciences Corp - Otis Elevator,0
ACCT0149265,Computer Sciences Corp - Protezione Civile,0
ACCT0092609,Computer Sciences Corp - Raytheon Australia,0
ACCT0089674,Computer Sciences Corp - Saab Group (SaaS),0
ACCT0109634,Computer Sciences Corp - SBI Card,0
ACCT0099261,Computer Sciences Corp - SG,0
ACCT0141388,Computer Sciences Corp - Softtech,0
ACCT0145060,Computer Sciences Corp - Softtech (Internal),0
ACCT0099447,Computer Sciences Corp - State Of Ohio Dept Of Medicaid,0
ACCT0151497,Computer Sciences Corp - Telecom Italia,0
ACCT0127071,Computer Sciences Corp - Vlaamse Gemeenschap,0
ACCT0135607,Computer Sciences Corp – AT&T Cyber,0
ACCT0098684,Computer Sciences Corp – Geisinger,0
ACCT0133453,Computer Sciences Corp – Raytheon RCS Portal,0
ACCT0090075,Computer Sciences Corp EIPP Lotus Notes Replacement,0
ACCT0067060,Comture Corp,0
ACCT0167290,Concentrix CVG Customer Management Group Inc.,0
ACCT0054085,Confie,0
ACCT0086976,Connectiv - Texas Health Resources,0
ACCT0086922,Connectiv – Allina,0
ACCT0165262,Contiguos Inc,0
ACCT0153912,"Converge Technology Solutions, Corp.",0
ACCT0093370,ConvergeOne SI - Avaya MSP,0
ACCT0136467,Conversica,0
ACCT0003018,Corrections Corp Of America,0
ACCT0032578,Costco Spain,0
ACCT0102296,Couban SoftThing Ltd,0
ACCT0093752,Counter Threat Solutions LLC,0
ACCT0162491,Creating Coding Careers,0
ACCT0067893,Creehan & Company Corp,0
ACCT0100817,Crest Data Systems Private Limited,0
ACCT0145578,CSC - Information Systems Branch - Ministry of Attorney General,0
ACCT0065670,Cubic Corp,0
ACCT0001053,Cummins Inc,0
ACCT0099705,Curium Pharma Czech Republic,0
ACCT0000184,Data Recognition Corp,0
ACCT0086801,Dataplanet NV,0
ACCT0008036,Deaconess Health System Inc,0
ACCT0141913,Deciphera Pharmaceuticals Inc,0
ACCT0033503,Dell Global BV,0
ACCT0010770,Dell Managed Services,0
ACCT0025926,Deloitte Australia (Partner),0
ACCT0099050,Deloitte Cloud Services USA,0
ACCT0071727,Deloitte Consulting Federal,0
ACCT0158175,Deloitte Consulting Federal GCC - Deloitte FED CRM2,0
ACCT0162270,Deloitte Consulting LLP - Deloitte D2C2,0
ACCT0174859,Deloitte Consulting LLP - Deloitte D2C2 Snowball,0
ACCT0151980,Deloitte Consulting LLP - State of Tennessee,0
ACCT0143055,Deloitte Consulting LLP (Partner),0
ACCT0149075,Deloitte Consulting LLP Canada CBP,0
ACCT0156491,Deloitte Consulting Pte Ltd - Association of Banks Singapore,0
ACCT0081104,Deloitte Poland,0
ACCT0166375,Deloitte Smart Factory,0
ACCT0083330,Deloitte Touche Tohmatsu Hong Kong,0
ACCT0145661,Deloitte US Consulting Customer Success,0
ACCT0017717,Dentons US LLP,0
ACCT0069941,Desert Radiologists,0
ACCT0011770,Deutsche Telekom AG,0
ACCT0135010,Devoteam,0
ACCT0093590,Devoteam Nederland BV,0
ACCT0086003,Devoteam NV,0
ACCT0163550,Devoteam SA - Ministry Of Justice Kingdom Of Saudi Arabia,0
ACCT0121466,DIA NextGen,0
ACCT0009597,Die Schweizerische Post,0
ACCT0008034,Digital Realty Trust Inc,0
ACCT0026947,Digitaliseringsstyrelsen,0
ACCT0124623,Digiware SA,0
ACCT0209290,Dignitas Project,0
ACCT0135559,DISA - Global Service Desk,0
ACCT0154646,Distribution One Inc,0
ACCT0006897,DJO Global Inc,0
ACCT0149001,Dovel Technologies,0
ACCT0001040,Dow Chemical Co,0
ACCT0014376,DSB,0
ACCT0025202,Dubai Airports Co,0
ACCT0176850,DXC - Health Insurance British Columbia / Pacific Blue Cross Solutions,0
ACCT0135558,DXC Technology Sverige AB,0
ACCT0160859,DXC- WorksafeBC,0
ACCT0128140,ECKD KIGST GmbH,0
ACCT0110610,Ecolab Inc - Commercial Digital Solutions,0
ACCT0039824,Ecole Hoteliere De Lausanne EHL,0
ACCT0165491,ECS Federal - US Army Cyber Command,0
ACCT0017165,EDF Energy UK Ltd,0
ACCT0008072,Edward Elmhurst Healthcare,0
ACCT0010612,Electricite De France EDF,0
ACCT0093454,Elevations Credit Union,0
ACCT0066650,EMC Corporation,0
ACCT0025961,EMC Rubicon,0
ACCT0005271,Emerson Climate Technologies Inc,0
ACCT0008406,ENGIE North America Inc,0
ACCT0038062,Engility Corp,0
ACCT0158203,Ensono FedRamp,0
ACCT0091974,Enterprise Networking Solutions Inc,0
ACCT0138770,Entrago Pty Ltd,0
ACCT0010792,Epsilon Data Management LLC,0
ACCT0024113,Ernst & Young LLP (Canada),0
ACCT0059630,Ernst & Young LLP (UK),0
ACCT0095593,Ernst and Young Limited,0
ACCT0094943,"Escape Velocity Acquisition, Inc.",0
ACCT0005287,ESCO Corp,0
ACCT0023406,Etat Du Jura,0
ACCT0089498,Eviden Austria GmbH,0
ACCT0193717,Eviden France SAS,0
ACCT0013347,ExxonMobil Corp,0
ACCT0156979,EYCT-Primerica Inc,0
ACCT0001638,Finning Intl Inc,0
ACCT0079325,Finnish Tax Authorities (Vero Skatt),0
ACCT0153121,FirstEnergy Service Company RTW,0
ACCT0064546,Fiserv Europe Ltd,0
ACCT0091823,Fishbone Analytics Inc,0
ACCT0032899,FOD Economie / SPF Economie,0
ACCT0039786,FOD Financien,0
ACCT0000974,Freescale Semiconductor Inc,0
ACCT0005400,Fruition Partners Inc,0
ACCT0012124,FUJIFILM BI International Operations Corp.,0
ACCT0153819,Fujitsu Client Computing Ltd,0
ACCT0149176,Fujitsu Finland Oy- Kemira Oyj,0
ACCT0136361,Fujitsu Glovia Inc,0
ACCT0149045,Fujitsu Services AMS (Demo),0
ACCT0100664,Fujitsu Technology Solutions Lda,0
ACCT0099460,FuXion Peru,0
ACCT0164134,Gainwell - Delaware Dept of HSS,0
ACCT0164119,Gainwell - Florida Department of Health,0
ACCT0164123,Gainwell - Indiana Family and SSA,0
ACCT0164125,Gainwell - Kansas Dept of Health & Environment,0
ACCT0164121,Gainwell - New Jersey Dept of Human Services,0
ACCT0164124,Gainwell - State of Ohio Dept Of Medicaid,0
ACCT0143949,GDIT - DISA MC SD,0
ACCT0033074,Gemeente Groningen,0
ACCT0006702,Geneia LLC,0
ACCT0004682,General Electric Capital Corp,0
ACCT0162476,Gesundheit Nordhessen Holding AG,0
ACCT0134852,Getinge Intervascular SAS,0
ACCT0005906,Gogo LLC,0
ACCT0092774,GOV-DOC,0
ACCT0158348,Grant Thornton LLP - Partner,0
ACCT0005060,Great American Insurance,0
ACCT0135633,Green Climate Fund,0
ACCT0139630,Groupe Hypertec,0
ACCT0024561,Grupo Pao De Acucar,0
ACCT0032548,Halyard Health (Avent),0
ACCT0073069,Harris County Public Library,0
ACCT0024160,Harvard Graduate School Of Education,0
ACCT0152474,Hatchit Studios Pty Ltd,0
ACCT0067814,HauteLook Inc,0
ACCT0067390,HCL - Alstom Transport SA,0
ACCT0138602,HCL - Avon Products Inc UK,0
ACCT0087570,HCL - Bekaert,0
ACCT0166602,HCL - Mirion Technologies,0
ACCT0039772,HCL - OM,0
ACCT0039778,HCL (Pre Sales),0
ACCT0039830,Healthcare Risk Advisors,0
ACCT0106566,Hewlett Packard Enterprise Co,0
ACCT0069436,Hexaware Technologies - SAEI,0
ACCT0146002,Hexaware Technologies Inc (MSP) - gategroup Holding AG,0
ACCT0001212,HNI Corporation,0
ACCT0017682,HollyFrontier Oil Corp,0
ACCT0111426,"Home Box Office, Inc",0
ACCT0021776,Honda UK Ltd,0
ACCT0137316,HP Channel,0
ACCT0078348,Huntington Ingalls Industries Inc,0
ACCT0015021,Hylife Ltd,0
ACCT0089861,IBM - Chubb,0
ACCT0023003,IBM Consulting - CA - Canada,0
ACCT0112519,IBM Global Services Internal,0
ACCT0158918,IBM Managed Security Services Australia,0
ACCT0125141,IBM Office Of CISO,0
ACCT0038763,"ICE Mortgage Technology, Inc.",0
ACCT0214109,ICICI Bank,0
ACCT0148972,In2Health Solutions Pty Ltd,0
